uuid,identifier,BurialMoundAuthor,TypeClean,Type Note,HeightMax,DiameterMax,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1000131663924873312,9884,Joel Sercombe,Burial Mound,,0.5,22,Joel Sercombe,2022-09-23 09:21:18.482 GMT,Joel Sercombe,2022-09-23 09:21:18 GMT,9884,23 Sep,Legacy verification,"Mound is located approximately 150m from road in agricultural land. Mound has been recently harvested and has significant damage from agriculture, top of mound has a small scatter of pottery and small stones.

The cluster of mounds immediately adjacent appears to have a number of smaller hills that may be smaller mounds. Uncertain but may be 3 additional extinct mounds beyond ones we recorded. ",Annual agriculture,,Annual agriculture,,Hilltop,High,42.42532166666667,26.882933333333334,4697007.59601907,490369.64616495604,4.7,066,164,South,0027 to 0030,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9884_1.jpg''}}",NA,NA,,heavily flattened by agriculture ,Loose artefacts,Small amount of pottery and stones ,No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9884_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9884_2.jpg''}}",3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(490369.646165 4697007.596019)
1000131663925555638,9885,Joel Sercombe,Extinct Burial Mound,,0.2,20,Joel Sercombe,2022-09-23 09:32:38.550 GMT,Joel Sercombe,2022-09-23 09:32:38 GMT,9885,23 Sep,Survey,"Mound is almost extinct due to agricultural activity but a scatter of pottery is visible at the centre. located near a cluster of other mounds, most of which are nearly extinct due to agricultural damage.",Annual agriculture,,Annual agriculture,,Hilltop,Nil,42.42507666666667,26.88263833333333,4696980.42541385,490345.3407356917,1.2,067,163,Southwest,0031 to 0033,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9885_1.jpg''}}",NA,NA,,"Roundish but difficult to tell, due to agricultural damage.",Artefact scatter,pottery scatter and small stones.,Yes,Roman,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9885_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9885_2.jpg''}}",5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(490345.340736 4696980.425414)
1000131663926669786,9886,Joel Sercombe,Burial Mound,,2,40,Joel Sercombe,2022-09-23 09:51:14.949 GMT,Joel Sercombe,2022-09-23 09:51:14 GMT,9886,23 Sep,Legacy verification,Mound is located in agricultural field approx 250m from stream. Mound has bee  heavily ploughed and looks like has been significantly flattened due to agriculture. The mound is called Roshavata Mogila on Soviet maps. West from Pravdino Village.,Annual agriculture,,Annual agriculture,,Lower slope,High,42.42052333333333,26.88620166666666,4696474.437617011,490637.79798973276,1.3,068,144,North,0034 to 0035,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9886_1.jpg''}}",NA,NA,,round. Looks like it has been flattened due to agricultural activity.,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(490637.79799 4696474.437617)
1000131663928229470,9887,Joel Sercombe,Extinct Burial Mound,,0.1,15,Joel Sercombe,2022-09-23 10:17:14.648 GMT,Joel Sercombe,2022-09-23 10:17:14 GMT,9887,23 Sep,Survey,Almost extinct burial mound with scatter of handmade Roman pottery and several large stones in an area with no other large stones. located around cluster of other heavily damaged and almost extinct mounds. Suspected that there may be a number of other extinct mounds in this cluster due to pottery scatter.,Annual agriculture,,Annual agriculture,,,Nil,42.42554499999999,26.882606666666668,4697032.431406988,490342.8075837616,10.9,069,161,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9887_1.jpg''}}",NA,NA,,hard to determine ,Artefact scatter,Pottery scatter in agricultural field.,Yes,Roman,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9887_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9887_2.jpg''}}",5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(490342.807584 4697032.431407)
1000021664171742199,8796,Adela Sobotkova,Burial Mound,,3.5,15,Adela Sobotkova,2022-09-26 05:55:47.431 GMT,Adela Sobotkova,2022-09-26 06:54:46 GMT,8796,26 Sep,Legacy verification,"large mound at S edge of Izgrev village on top of a south-facing spur of land with disturbed surface overgrown with grass with numerous concentric trenches filled with scrub.  geodetic  point on top. lowest trench has two ramps crossing it, aiming southwards and westward. disturbances over all but mostly military and not of rt nature. many tanks could fit here.",Pasture,grassland (scrub with military construction,Pasture,grassland (scrub,Hilltop,Super prominent,42.16506,26.520163333333336,4668214.324409553,460363.8849709113,1.2,065,169,North,124-126,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8796_1.jpg''}}",NA,NA,,"overall area height is around 5 m,diameter of the spur is ca 50 m WE and 60 SN direction",,none ,No,,,3 - damaged,Other (military trenches),geodetic marker on top from 1967,2 - good,Other,specify in Annotation) (military activity),Unknown,,military trenches,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8796_1.jpg''}}",POINT(460363.884971 4668214.32441)
1000101664173308024,8649,Matilde Jensen,Burial Mound,,2.5,40,Matilde Jensen,2022-09-26 06:21:53.290 GMT,Matilde Jensen,2022-09-26 06:35:10 GMT,8649,26 Sep,Survey,"north of pchela village.
east of an old dirt road, we discovered a burial mound located 20m south of the mound on the legacy map. the mound is located in a grassy area with some scrub and trees. on top and towards the north eastern slope we discovered a RT filled with limestone ",Pasture,grassland (With some scrub ,Pasture,grassland (With some scrub,Hilltop,High,42.202938333333336,26.465676666666663,4672446.805354208,455889.4299504162,1.5,076,205,Northwest,0805 to 0808,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8649_1.jpg''}}",NA,35,,oval due to RTs,,none,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"01,round, 3m,5m,1,5m, manually excavated
02,oval,6m,2m,2m, manually excavated
03, oval,4m,2m,2m, manually excavated 
There has been a lot of dirt moved around on the mound, which makes it hard to determine the dimensions.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8649_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8649_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8649_3.jpg''}}",POINT(455889.42995 4672446.805354)
1000101664174522400,8650,Matilde Jensen,Burial Mound,,4.5,35,Matilde Jensen,2022-09-26 06:42:07.581 GMT,Matilde Jensen,2022-09-26 06:50:20 GMT,8650,26 Sep,Legacy verification,Situated 20m north of mound 8649. Situated in a grassy plain on a ridge with some scrub growing onto and and around the mound. on top of the mound we discovered a big RT. the soil in the RT is filled with limestone. ,Pasture,grassland (With some scrub ,Pasture,grassland (with some scrub,Hilltop,High,42.20342833333334,26.46577,4672501.163394802,455897.4758067414,1.5,077,201,Northeast,0809 to 0810,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8650_1.jpg''}}",NA,NA,,Oval due to RTs ,,none,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Other,"Some scrub is growing in the RT, but soil is still visible )","01, triangular, 15m, 8m, 2m, manually excavated on top of the mound
the RT is irregular in its shape due to dirt piles in the RT. ",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8650_1.jpg''}}",POINT(455897.475807 4672501.163395)
1000101664176998442,8651,Matilde Jensen,Burial Mound,,2.5,20,Matilde Jensen,2022-09-26 07:23:23.629 GMT,Matilde Jensen,2022-09-26 07:28:31 GMT,8651,26 Sep,Legacy verification,"Mound located on a ridge surrounded by pasture. to the east of the mound fields are located. to the west a forest begins. on the top of the mound, we discovered a road cut right at the middle going all the way through ",Pasture,grassland,Pasture,grassland,Hilltop (Ridge),Medium,42.197476666666674,26.46875,4671838.794018059,456139.369784988,1.2,078,186,Northwest,0811 til 0812,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8651_1.jpg''}}",NA,NA,,round,,none,No,,,2 - minor damage,Road cut,,2 - good,Other,specify in Annotation) (road cut),Unknown,,no observation ,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8651_1.jpg''}}",POINT(456139.369785 4671838.794018)
1000021664178379269,8797,Adela Sobotkova,Burial Mound,pottery scatter),1.7,18,Adela Sobotkova,2022-09-26 07:46:28.853 GMT,Adela Sobotkova,2022-09-26 07:59:57 GMT,8797,26 Sep,Legacy verification,"low grassy mound on the border of annually ploughed fields. no visible RTs. scattering of pottery found on the peripheral southern field. 2 m in the map, 1.5 on site. interesting location on the lower slope of the river. scrub on the left side. easily visible and accessible from the dirtroad. geodetic marker on top.",Annual agriculture,,Pasture,grassland,Lower slope,Medium,42.178683333333325,26.535023333333335,4669720.164106263,461599.61495909706,1.2,066,114,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8797_1.jpg''}}",NA,NA,,,Artefact scatter,"handmade prehistoric material in the ashy powdery soil. half a dozen CW and FW. pottery every 2 m, reaching at least 50 m. south of the mound",No,,,1 - pristine,Agriculture (ploughing on the east side),animal activity,2 - good,Agriculture,,Last month,,,revisit in the interest of the scatter,,POINT(461599.614959 4669720.164106)
1000101664178796237,8652,Matilde Jensen,Uncertain Feature,,3.5,95,Matilde Jensen,2022-09-26 07:53:21.411 GMT,Matilde Jensen,2022-09-26 07:53:21 GMT,8652,26 Sep,Legacy verification,"uncertain feature located in a ploughed field. the feature is big with some scrub growing all around and on top. the feature is characterized by natural occurring bedrock and stones, which makes the surface of the feature uneven and rocky. some holes could be done by humans - possibly military activity, but we are not sure about this ",Annual agriculture,,Scrub,,Valley Bottom or Plain,High,42.197250000000004,26.47930666666667,4671808.252185809,457010.7894932947,1.4,079,110,Southwest,0813 to 0814,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8652_1.jpg''}}",NA,40,,oval ,,none,No,,,0 - No observation,Erosion (could be military activity ),,No observation,Other,specify in Annotation) (natural erosion ),Unknown,,no observation ,,,POINT(457010.789493 4671808.252186)
1000021664181631748,8798,Adela Sobotkova,Extinct Burial Mound,bunker with trenches),1.5,40,Adela Sobotkova,2022-09-26 08:40:35.022 GMT,Adela Sobotkova,2022-09-26 08:40:35 GMT,8798,26 Sep,Legacy verification,"Bunker not Mound in a field southeast of elhovo. there is a geodetic marker that indicates the preexisting mound. poorly visible from the east. scrub all over. mound replaced by a bunker. bunker access completely obscured by Scrubby bushes, except from the east.",Annual agriculture,,Scrub,,,High,42.159415,26.573635,4667564.09930692,464777.7015969321,1.4,067,140,West,470-471,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8798_1.jpg''}}",NA,NA,,"actual bunker 6x5x1.5,diameter stands for the Scrubby patch",,,No,,,5 - extinct or near extinct,Other (bunker and trenches),,5 - none or nearly none,Not available,,Not relevant,,,good lunchtime spot,,POINT(464777.701597 4667564.099307)
1000021664185922544,8799,Adela Sobotkova,Burial Mound,,1.5,45,Adela Sobotkova,2022-09-26 09:52:09.001 GMT,Adela Sobotkova,2022-09-26 10:06:23 GMT,8799,26 Sep,Legacy verification,Scrubby mound in the flood zone of Tundzha. covered by scrub surrounded by a flat harrowed field. impenetrable. suspect location. ,Annual agriculture,,Scrub,with tall trees,Valley Bottom or Plain,Nil,42.14210333333334,26.54433,4665654.455436909,462346.53200535005,1.3,068 (at the foot of mound),96 (at the foot of mound ),West,478,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8799_1.jpg''}}",NA,34,,,,,No,,,0 - No observation (indeterminable due to scrub. possibly prestine)??,Post-depositional (vegetation ),agriculture,2 - good,Agriculture,,Last month,,,check this on Google earth.,,POINT(462346.532005 4665654.455437)
1000101664188083859,8653,Matilde Jensen,Burial Mound,,1,25,Matilde Jensen,2022-09-26 10:28:09.033 GMT,Matilde Jensen,2022-09-26 10:28:09 GMT,8653,26 Sep,Legacy verification,low Burial mound located in a forest. slightly overgrown with trees growing on top of the mound. no damage to be seen. ,Forest,,Forest,,Upper slope,Medium,42.159546666666664,26.472708333333337,4667625.292409123,456440.1508273352,1.6,080,173,Northeast,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8653_1.jpg''}}",NA,NA,,round,,none,No,,,1 - pristine,Erosion,,2 - good,Animal activity,,Unknown,,no observation ,,,POINT(456440.150827 4667625.292409)
1000111664258206550,9950,Sara Vejrup,Extinct Burial Mound?,,0.3,24,Sara Vejrup,2022-09-27 05:56:51.846 GMT,Sara Vejrup,2022-09-27 05:56:51 GMT,9950,27 Sep,Survey,"nearly extinct - mound located 30m north to the road, the mound is surrounded and  covered by harrowed fields, the mound is very flat as a result, no RT or artifacts and Neary invisible",Annual agriculture,,Annual agriculture,,Upper slope,Nil,42.466526666666674,26.95127166666667,4701577.4097792655,495994.0463887001,1.1,069,194,Northwest,479 to 481,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9950_1.jpg''}}",NA,NA,,sprawling ploughed  up shape ,,none,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,none,,,POINT(495994.046389 4701577.409779)
1000121664258885853,9888,Julie Lund,Burial Mound,,1,24,Julie Lund,2022-09-27 06:08:11.059 GMT,Julie Lund,2022-09-27 06:08:11 GMT,9888,27 Sep,Survey,"On a ridge, South of the road Jitosviat and Dobrinovo, surrounded by ploughed field, the mound is ploughed too, affecting the height of the mound.",Annual agriculture,,Annual agriculture,,Hilltop (its on a ridge),Medium,42.46521333333333,26.940456666666666,4701432.147168548,495104.8434861117,1.2,70,189,South,0001-0003 ,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9888_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9888_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9888_3.jpg''}}",0,0,,it''s round ,,roman,Yes,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,none,,,POINT(495104.843486 4701432.147169)
1000111664259606381,9951,Sara Vejrup,Burial Mound,,0.8,24,Sara Vejrup,2022-09-27 06:20:16.740 GMT,Sara Vejrup,2022-09-27 06:20:16 GMT,9951,27 Sep,Legacy verification,"low neary extinct mound 200 meter north from the road, mound harrowed, poorly visible but with commanding view of the landscape and easy accessible ",Annual agriculture,,Annual agriculture,,Upper slope,Low,42.46845833333334,26.950511666666664,4701791.934222791,495931.69191195007,1.4,070,203,North,482 to 484,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9951_1.jpg''}}",NA,NA,,,,a single fragment of red finewear ,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(495931.691912 4701791.934223)
1000121664260396645,9889,Julie Lund,Burial Mound,,4,40,Julie Lund,2022-09-27 06:33:20.728 GMT,Julie Lund,2022-09-27 06:33:20 GMT,9889,27 Sep,Legacy verification,"South of mound 9888, visible from mound 9888, between the road of Dobrinovo - Jivosviat and Erkesia. on the ridge stretchingnorth-south, the mound is surrounded by ploughed fields, robbers trench on the western top of the mound, grass on top, surrounding area full of pottery sherds. Geodetic pillar on top",Annual agriculture,,Pasture,grassland,Hilltop,Super prominent,42.45792333333334,26.941110000000002,4700622.64393404,495157.99343630526,1.4,71,183,South,0007-0012,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9889_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9889_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9889_3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9889_4.jpg''}, ''5'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9889_5.jpg''}}",0,0,,,,"Mainly WM, few HM, most from amphoras ",Yes,Roman,,2 - minor damage,Looting,,2 - good,Looting,,Unknown,,"Very old RT, dimensions 0,5 deep, 2 m wide, 5m length ",,,POINT(495157.993436 4700622.643934)
1000111664260598345,9952,Sara Vejrup,Burial Mound,,2.2,36,Sara Vejrup,2022-09-27 06:36:43.531 GMT,Sara Vejrup,2022-09-27 06:43:46 GMT,9952,27 Sep,Legacy verification,"grass covered mound in a ploughed field with stubble with a geodetic marker on top, covered with tall grass,Shallow RT''s and animal burrows, ploughed up to the inner diameter, good view of landscape and easy accessible ",Annual agriculture,,Pasture,grassland (grass with a little scrub,Upper slope,High,42.46241833333333,26.952920000000002,4701121.152657134,496129.3027148137,1.5,071,188,South,485 to 490,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9952_1.jpg''}}",NA,16,,,,none,No,,,2 - minor damage,Animal activity,a small RT,2 - good,Animal activity,,Last week,,"01,crescent,4x1x0.3,Shallow old Scrubby
02, semi circle, 3x1x0.3, Shallow old Scrubby ",,,POINT(496129.302715 4701121.152657)
1000111664261709444,9953,Sara Vejrup,Burial Mound,,2,25,Sara Vejrup,2022-09-27 06:55:14.638 GMT,Sara Vejrup,2022-09-27 06:55:14 GMT,9953,27 Sep,Legacy verification,"finely ploughed mound, 50m south of feature 9952, ploughed up and sprawling, easy visible and easy accessible, possible 2 low mounds to the west of 9953, no RT or material 
",Annual agriculture,,Annual agriculture,,Upper slope (midway down on the ridge ),Medium,42.460996666666674,26.953235000000003,4700963.2795609,496155.1135584396,1.5,072,152,South,491 to 493,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9953_1.jpg''}}",1.8,NA,,,,none,No,,,3 - damaged,Agriculture,,2 - good,Agriculture,,Last month,,,,,POINT(496155.113558 4700963.279561)
1000031664261670717,8654,Verka Dolezalkova,Extinct Burial Mound,,0,10,Verka Dolezalkova,2022-09-27 06:55:46.313 GMT,Verka Dolezalkova,2022-09-27 06:55:46 GMT,8654,27 Sep,Legacy verification,"flat poor remains of a mound, on the border of the ploughed field and a pasture ",Annual agriculture,,Pasture,grassland,Upper slope,Nil,42.41782499999999,26.847378333333335,4696179.831965468,487443.25891311036,1.3,.,,North,706,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8654_1.jpg''}}",NA,NA,,,,,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last month,,"none, flattened surface, one stone pulled out possibly from a mound ",,,POINT(487443.258913 4696179.831965)
1000121664262010290,9890,Julie Lund,Extinct Burial Mound,,1,16,Julie Lund,2022-09-27 07:00:14.423 GMT,Julie Lund,2022-09-27 07:00:14 GMT,9890,27 Sep,Survey,"South of 9889, visible in the landscape an satellite, surrounded by ploughed field, ploughed over affecting its prominence as its quite flat, all around the mound are scatter of Roman sherds",Annual agriculture,,Annual agriculture,,Upper slope,Low,42.45704333333333,26.941335000000002,4700524.917905366,495176.4256703307,1.2,72,176,South,0013,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9890_1.jpg''}}",0,NA,,"Ploughed over, flat",,,No,,,4 - seriously damaged,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,none,,,POINT(495176.42567 4700524.917905)
1000121664262463859,9891,Julie Lund,Burial Mound,,3,34,Julie Lund,2022-09-27 07:07:46.764 GMT,Julie Lund,2022-09-27 07:14:07 GMT,9891,27 Sep,Survey,"South of the previous mounds and the road, quite visible, covered with grass and scrub, huge RT on northerm section of the mound, animal activity, ",Annual agriculture,,Scrub,,Lower slope,Super prominent,42.456734999999995,26.940985,4700490.70121989,495147.62404150225,8.9,73,174,South,0014-0015,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9891_1.jpg''}}",0,27,,,,,No,,,3 - damaged,Looting,agriculture and animal activity ,2 - good,Agriculture,,Last month,,"Big T-shaped RT, 7m length anc 3 meter wide, 1,7 deep in places, northern area of the mound ",,,POINT(495147.624042 4700490.70122)
1000111664262521409,9954,Sara Vejrup,Burial Mound?,,0.9,18,Sara Vejrup,2022-09-27 07:08:46.566 GMT,Sara Vejrup,2022-09-27 07:08:46 GMT,9954,27 Sep,Survey,"finely ploughed low mound, between 9952 and 9953, ",Annual agriculture,,Annual agriculture,,Upper slope,Low,42.46123666666667,26.95282333333334,4700989.947368299,496121.2822983333,1.4,076,183,Northwest,494 to 495,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9954_1.jpg''}}",NA,NA,,,,none,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,none,none,,POINT(496121.282298 4700989.947368)
1000121664263217843,9892,Julie Lund,Extinct Burial Mound,,0.5,46,Julie Lund,2022-09-27 07:20:20.596 GMT,Julie Lund,2022-09-27 07:20:20 GMT,9892,27 Sep,Survey,"All around the mound is full of Roman sherds. mound is elongated by the ploughing, its quite flat due to ploughing, on the field, South west of the previous mound 9891",Annual agriculture,,Annual agriculture,,Lower slope,Low,42.45665333333333,26.94043166666667,4700481.664920012,495102.1210842014,1.4,74,170,Southwest,0016,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9892_1.jpg''}}",0,36,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,none,,,POINT(495102.121084 4700481.66492)
1000111664263381829,9955,Sara Vejrup,Burial Mound,,1.5,60,Sara Vejrup,2022-09-27 07:23:07.002 GMT,Sara Vejrup,2022-09-27 07:23:07 GMT,9955,27 Sep,Legacy verification,"Mincheva mogila, grass covered mound, probably excavated with heavily distributed surfaces, lots of animal activity, original hight 8m ",Annual agriculture,,Pasture,grassland,Upper slope,High,42.456230000000005,26.953533333333333,4700433.986065493,496179.3519198776,1.5,074,182,South,499 to 504,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9955_1.jpg''}}",NA,50,,,,none,No,,,4 - seriously damaged,Excavation?,,5 - none or nearly none,Animal activity,,Unknown,,,check for excavation ,,POINT(496179.35192 4700433.986065)
1000121664263550825,9893,Julie Lund,Burial Mound,,2.5,39,Julie Lund,2022-09-27 07:25:55.124 GMT,Julie Lund,2022-09-27 07:25:55 GMT,9893,27 Sep,Survey,"Full of scrub and trees (densely) therefore difficult to determine level of damage like RT and animal activity. East from previous mound in near proximity to mound 9891, same field as the previous ones, full of Roman sherds as well. ",Annual agriculture,,Scrub,,Lower slope,High,42.456331666666664,26.941125000000003,4700445.908008549,495159.1041630784,4.2,75,166,Northeast,0017,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9893_1.jpg''}}",2,31,,,,,No,,,2 - minor damage,Agriculture,,2 - good,Agriculture,,Last month,,,,,POINT(495159.104163 4700445.908009)
1000031664263611267,8655,Verka Dolezalkova,Burial Mound,,2,22,Verka Dolezalkova,2022-09-27 07:26:58.609 GMT,Verka Dolezalkova,2022-09-27 07:35:09 GMT,8655,27 Sep,Legacy verification,round  mound ,Annual agriculture,,Pasture,grassland,Lower slope,High,42.42514666666666,26.848090000000003,4696992.70347781,487503.2643755525,1.3,.,,Northwest,710,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8655_1.jpg''}}",NA,NA,,round ,Artefact scatter,"100m radius of dense pottery scatter. prehistoric, Roman, modern tiles , iron age HM, one chukalka",Yes,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8655_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8655_2.jpg''}}",3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,"large animal burrows , stones pulled from the mound, geodetic marker pulled out from the mound on the top. ",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8655_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8655_2.jpg''}}",POINT(487503.264376 4696992.703478)
1000121664264603693,9894,Julie Lund,Burial Mound,,1.8,27,Julie Lund,2022-09-27 07:43:26.569 GMT,Julie Lund,2022-09-27 07:43:26 GMT,9894,27 Sep,Survey,"Immediately south east of the previous mound, in the northern part of Erkesia, on a ridge, scatter of material is lower here/disappeared, the mound isploughed over affecting its dimensions.",Annual agriculture,,Annual agriculture,,Lower slope,Medium,42.453215,26.942631666666664,4700099.755698285,495282.7533536772,4.4,77,161,Southeast,0023,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9894_1.jpg''}}",0.5,25,,Round ,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,none,,,POINT(495282.753354 4700099.755698)
1000121664265030875,9895,Julie Lund,Other,,3,0,Julie Lund,2022-09-27 07:50:35.619 GMT,Julie Lund,2022-09-27 07:50:35 GMT,9895,27 Sep,Survey,"The Erkesia built of fosa and valum, between villages Dobrinovo, Jitosvet and Pravdina. This is a long trench stretchingfrom east to north.",Annual agriculture,,Scrub,,Upper slope,High,42.452585,26.942985,4700029.782398671,495311.7600357887,1.3,78,157,South (another picture faces north (0026)),0024-0026,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9895_1.jpg''}}",0.8,0,,,,,No,,,2 - minor damage,Post-depositional,,Other,Unknown,,Unknown,,none,,,POINT(495311.760036 4700029.782399)
