"","uuid","identifier","createdBy","createdAtGMT","modifiedBy","modifiedAtGMT","MoundID","Date","BurialMoundAuthor","TypeClean","Type Note","Source","DescriptionOfMoundOrLocale","LanduseAroundMound","LanduseAroundMoundNote","LanduseOnTopOfMound","LanduseOnTopOfMoundNote","PositionInTheLandscape","MoundProminence","Latitude","Longitude","Northing","Easting","Accuracy","HandheldGPSPoint","Elevation","FacingDirectionForPhoto","NotesAndPhotoID","Photo","HeightMax","DiameterMax","HeightMin","DiameterMin","OtherDimension","ShapeNotes","AssociatedFeatureOrMaterial","SurfaceMaterialDescription","SampleCollected","ChronologyEstimate","AssociatedFeatureOrMaterialPhoto","Condition","PrincipalSourceOfImpact","OtherSourcesOfImpact","ArchaeologicalPotential","MostRecentDamageWhat","MostRecentDamageWhat 2","MostRecentDamageWithin","MostRecentDamageWithin 2","RTDescription","CommentsAndRecommendations","CRMPhotos","geospatialcolumn"
"142",1000121663741652224,9866,"Joel Sercombe","2022-09-21 06:27:39.969 GMT","Joel Sercombe",2022-09-21 06:30:02,9866,"21 Sep","Joel Sercombe","Burial Mound",NA,"Legacy verification","50m east from internal border fence road, 2km from the border with Turkey. The mound has been damaged in 2 locations by a bulldozer and the remaining material forms an M shape in the landscape","Pasture","grassland","Scrub",NA,"Upper slope","Low",41.9856833333333,26.6501233333333,4648245.85951268,471017.533319516,1.4,"047","405","North","0012 to 0014","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9866_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9866_2.jpg''}}",2.5,"25",1.7,"20",NA,"The mound has been damaged in 2 locations by a bulldozer and the remaining material forms an M shape in the landscape",NA,"small surface stones and low scrub","No",NA,NA,"4 - seriously damaged","Looting",NA,"4 - minimal","Looting",NA,"Unknown",NA,"01, u shaped, 4m, 16m, 1.5m, bulldozer excavated",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9866_1a.jpg''}}","POINT(471017.53332 4648245.859513)"
"143",1000121663745134208,9867,"Joel Sercombe","2022-09-21 07:25:39.419 GMT","Joel Sercombe",2022-09-21 07:26:50,9867,"21 Sep","Joel Sercombe","Extinct Burial Mound",NA,"Legacy verification","Dense scrub with forrest canopy above","Forest",NA,"Other","explain in notes (No mound found.","Hilltop","Nil",41.98399,26.6592466666667,4648054.803862,471772.528924364,1.4,"048","438","North","024","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9867_1.jpg''}}",0,"0",NA,NA,"Mound not found.",NA,NA,"N/A","No",NA,NA,"0 - No observation","No observation",NA,"No observation","Not available",NA,"Unknown",NA,NA,NA,NA,"POINT(471772.528924 4648054.803862)"
"144",1000121663749478272,9868,"Joel Sercombe","2022-09-21 08:38:05.604 GMT","Joel Sercombe",2022-09-21 08:43:10,9868,"21 Sep","Joel Sercombe","Burial Mound?",NA,"Survey","Top of hill. Mound is north of dirt road and is surrounded by dirt roads from east and west. Geodetic point on top. Labelled on topographic map ETK-1-5000 as mound (Chatalova mound). Mound not really visible in landscape, certainty very low.","Scrub",NA,"Scrub",NA,"Hilltop","Low",41.9946216666667,26.628865,4649245.68494924,469260.87107647,1.3,"049","418","South","0025,0026","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9868_1.jpg''}}",0.5,"8",0.3,NA,NA,NA,NA,"Geodetic point on top of mound. Labelled as 61016 on ETK-1-5000","No",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9868_1.jpg''}}","3 - damaged","Looting",NA,"4 - minimal","Looting",NA,"Unknown",NA,"01,hand rectangular, 2m,4m,0.7m, hand excavatiom",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9868_1.jpg''}}","POINT(469260.871076 4649245.684949)"
"145",1000121663752835328,9869,"Joel Sercombe","2022-09-21 09:34:03.306 GMT","Joel Sercombe",2022-09-21 09:35:00,9869,"21 Sep","Joel Sercombe","Burial Mound",NA,"Survey","Mound north of dirt road on side of hill. Mound is round and has low scrub, grass and loose 0.15m diam stones on top and around.","Scrub",NA,"Scrub",NA,"Upper slope","High",41.9953483333333,26.6185183333333,4649330.13180761,468404.270045798,1.3,"050","396","Northeast","0027","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9869_1.jpg''}}",2.3,"18",1,NA,NA,"Round",NA,"Loose stones on top of mound. 0.15m diam.","No",NA,NA,"1 - pristine","Animal activity",NA,"1 - full","Other","specify in Annotation)","Last month",NA,"Very minor animal activity. Small burrows from mouse or small rabbit.",NA,NA,"POINT(468404.270046 4649330.131808)"
"146",1000121663754085120,9870,"Joel Sercombe","2022-09-21 09:54:52.347 GMT","Joel Sercombe",2022-09-21 09:57:07,9870,"21 Sep","Joel Sercombe","Burial Mound",NA,"Survey","Burial mound is on a ridge, 300m away from dirt road. North of field .","Pasture","grassland","Scrub",NA,"Upper slope","High",41.9992566666667,26.6153766666667,4649765.23435492,468146.014225109,1.4,"051","369","West","0029 to 0031","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9870_1.jpg''}}",3,"20",NA,NA,NA,"Round.",NA,NA,"No",NA,NA,"2 - minor damage","Looting",NA,"2 - good","Looting",NA,"Unknown",NA,"01, rectangular, 1m, 3m, 0.5m, hand excavation",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9870_1.jpg''}}","POINT(468146.014225 4649765.234355)"
"147",1000021663739054848,8635,"Adela Sobotkova","2022-09-21 05:44:24.916 GMT","Adela Sobotkova",2022-09-21 03:44:24,8635,"21 Sep","Adela Sobotkova","Burial Mound",NA,"Legacy verification","big burial mound located in a wheat field. mound is located west of a dirt road. The mound is overgrown by a dense forest, which made it hard to explore.","Annual agriculture",NA,"Forest",NA,"Valley Bottom or Plain","High",42.3256033333333,26.73908,4685961.57989914,478501.728455113,1.4,"063","233","West","114-052","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8635_1.jpg''}}",3.5,"46",NA,NA,NA,"round burial mound",NA,"none","No",NA,NA,"2 - minor damage","Agriculture",NA,"3 - impaired","Agriculture",NA,"Last month",NA,"no observation as we couldn''t explore the mound",NA,NA,"POINT(478501.728455 4685961.579899)"
"148",1000021663739157888,8768,"Adela Sobotkova","2022-09-21 05:46:43.453 GMT","Adela Sobotkova",2022-09-21 04:01:56,8768,"21 Sep","Adela Sobotkova","Extinct Burial Mound",NA,"Legacy verification","overgrown C-shape remnants of a cratered mound immediately east of the road, at the dirt road, overgrown with scrub and tall grass, robbed or excavated a long time ago, details cannot be determined. the crater could be a tank emplacement but it is more wide and open to the east than a tank emplacement.","Scrub",NA,"Scrub",NA,"Hilltop","Low",42.2987683333333,26.83783,4682961.72878976,486632.472443537,1.2,"036","236","North","293-294","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8768_1.jpg''}}",1.7,"20",0,"15",NA,NA,NA,"no material visible","No","none",NA,"5 - extinct or near extinct","Looting (maybe excavated )??","animal burrowing, trees, roses","5 - none or nearly none","Animal activity",NA,"Last year",NA,"this is a 01, V-shape, 8,7,1.6, either an RT or a tank emplacement, only south part of earthworks visible, north part obscured thoroughly by scrubs.","none","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8768_1.jpg''}}","POINT(486632.472444 4682961.72879)"
"149",1000021663740046720,8636,"Adela Sobotkova","2022-09-21 06:01:31.712 GMT","Adela Sobotkova",2022-09-21 04:01:31,8636,"21 Sep","Adela Sobotkova","Surface Scatter",NA,"Survey","sherds of pottery situated in the middle of a ploughed field. Roman pottery sherds including common and corse ware","Annual agriculture",NA,"Annual agriculture",NA,NA,"Nil (no observation )",42.32397,26.7378716666667,4685780.5282796,478401.610162259,1.1,"064",NA,"Northeast","114-0753 to 114-0754","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8636_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8636_2.jpg''}}",0,"100",NA,NA,"pottery scatter in the radius of 100m",NA,"Artefact scatter","common and corse Roman artifacts discovered in a ploughed field","Yes",NA,NA,"3 - damaged","Agriculture",NA,"4 - minimal","Agriculture",NA,"Last month",NA,"no observation",NA,NA,"POINT(478401.610162 4685780.52828)"
"150",1000021663741703168,8637,"Adela Sobotkova","2022-09-21 06:28:27.143 GMT","Adela Sobotkova",2022-09-21 04:37:26,8637,"21 Sep","Adela Sobotkova","Burial Mound",NA,"Survey","burial mound looted several times in different timeperiods. mound is big and round with grass on top. in the surroundings the area is characterized by dense forest. the dense forest made the determination of the mound and RT hard.","Forest",NA,"Pasture","grassland","Valley Bottom or Plain","High",42.3166116666667,26.7326266666667,4684964.83893893,477966.874542656,1.7,"065",NA,"West","755 to 762","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8637_1.jpg''}}",3.5,"35",NA,NA,NA,"round",NA,"none","No",NA,NA,"4 - seriously damaged","Looting",NA,"4 - minimal","Looting",NA,"Last year",NA,"01,elongated, 4m,2m,0.5, the oldest, overgrown, hard to track dimensions 
02, round, 3m,3m,0.5, freshly excavated 
03,shallow and round, 2.5m,0.3, manually excavated recently 
see drawing for location on mound","possibly more RT, impossible to trace them due to dense vegetation","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8637_1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8637_2a.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8637_3a.jpg''}}","POINT(477966.874543 4684964.838939)"
"151",1000021663742344704,8769,"Adela Sobotkova","2022-09-21 06:39:28.765 GMT","Adela Sobotkova",2022-09-21 04:49:24,8769,"21 Sep","Adela Sobotkova","Other",NA,"Survey","military feature, tank emplacement, authentic road intersection after the creek crossing, south of the road, open to the west, overgrown with trees","Scrub",NA,"Scrub",NA,"Lower slope","Low",42.2967233333333,26.8412616666667,4682734.1297495,486914.918350768,1.5,"0.37","237","Southeast","296","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8769_1.jpg''}}",2.2,"10",NA,"8","no","tank emplacement",NA,"none","No",NA,NA,"0 - No observation","Other (military)","vegetation","No observation","Other","specify in Annotation) (vegetation)","Not relevant",NA,"tank emplacement","none",NA,"POINT(486914.918351 4682734.129749)"
"152",1000021663743633280,8638,"Adela Sobotkova","2022-09-21 07:00:37.260 GMT","Adela Sobotkova",2022-09-21 05:02:59,8638,"21 Sep","Adela Sobotkova","Burial Mound",NA,"Legacy verification","high and big burial mound located in wheat fields. In the periphery of the mound, trees and scrub is situated. on top of the mound we found an old RT. next to the RT, we discovered a geodetic marker. in the surroundings of the mound on the ploughed fields a high concentration of Roman bricks is located. on the south side or slope there is a water reservoir.","Annual agriculture",NA,"Pasture","grassland","Valley Bottom or Plain","High",42.316215,26.7434583333333,4684918.04758557,478859.3350036,1.5,"066",NA,"Southwest","0063 to 0069","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8638_1.jpg''}}",6,"48",NA,NA,NA,NA,NA,"Roman tiles, Roman A.C, red sherds","No",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8638_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8638_2.jpg''}}","3 - damaged","Looting","Geodetic work","3 - impaired","Looting",NA,"Other","very old overgrown RT)","01, rectangular, 3m,2m,1m, manually excavated several years ago",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8638_1.jpg''}}","POINT(478859.335004 4684918.047586)"
"153",1000021663744743168,8770,"Adela Sobotkova","2022-09-21 07:19:08.335 GMT","Adela Sobotkova",2022-09-21 05:19:08,8770,"21 Sep","Adela Sobotkova","Burial Mound?",NA,"Legacy verification","very uncertain bump of earth right next to dirt road covered by scrub and trees, legacy number 200790, disrupted terrain, hard to make out any outlines and feature confines, possibly extinct or not found. quite accessible fields around","Annual agriculture",NA,"Forest","sparse forest","Hilltop (middle of a ridge)","Low",42.3007566666667,26.853125,4683180.21450599,487893.606732332,1.2,"38","258","South","302303","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8770_1.jpg''}}",0.8,"8",NA,NA,NA,"from the bottom of the trench to the bottom of the trench/internal, a bump with a trench around donut-like, two concentric circles","Other (other irregular trenches, doesn''t seem military)","no","No","no",NA,"5 - extinct or near extinct","Post-depositional",NA,"5 - none or nearly none","Unknown",NA,"Unknown",NA,"none","very uncertain feature",NA,"POINT(487893.606732 4683180.214506)"
"154",1000101663745608960,8639,"Matilde Jensen","2022-09-21 07:33:38.087 GMT","Matilde Jensen",2022-09-21 05:33:38,8639,"21 Sep","Matilde Jensen","Uncertain Feature","possibly a geodetic marker)","Legacy verification","An uncertain feature located close to a lake/reservoir. close to the uncertain feature a Gipsy village is located possibly abandoned. Maybe a Geodetic marker on top of the feature.","Urban","in a settlement or surrounded by infrastructure","Scrub",NA,"Valley Bottom or Plain","High",42.3073233333333,26.7442516666667,4683930.56447925,478921.744168685,1.4,"067",NA,"West","772 to 773","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8639_1.jpg''}}",6,"35",NA,NA,NA,"round",NA,"none","No",NA,NA,"3 - damaged","Urban development",NA,"4 - minimal","Urban development",NA,"Last month",NA,NA,NA,NA,"POINT(478921.744169 4683930.564479)"
"155",1000021663747791232,8771,"Adela Sobotkova","2022-09-21 08:09:56.359 GMT","Adela Sobotkova",2022-09-21 06:15:57,8771,"21 Sep","Adela Sobotkova","Extinct Burial Mound",NA,"Legacy verification","dense scrub and forest, poorly accessible, off a creek, no mound resembling feature in sight, GC attempted but failed. recommendation, access the site from the west.","Forest",NA,"Scrub",NA,"Lower slope","Nil",42.3020366666667,26.8463333333333,4683323.32713797,487334.049787672,1.2,"39","228","Southwest","305","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8771_1.jpg''}}",0,"0",0,"0","none","none",NA,"none","No",NA,NA,"0 - No observation","No observation","none","No observation","Not available",NA,"Unknown",NA,"none","none",NA,"POINT(487334.049788 4683323.327138)"
"156",1000101663748983040,8640,"Matilde Jensen","2022-09-21 08:29:48.282 GMT","Matilde Jensen",2022-09-21 06:29:48,8640,"21 Sep","Matilde Jensen","Burial Mound",NA,"Legacy verification","Twin mound situated on the south edge of the road leading from Kamenets to Polyana. Mound is located in a heavily ploughed field, but still very prominent. Easily spotted from the road.","Annual agriculture",NA,"Annual agriculture",NA,"Valley Bottom or Plain","High",42.3237683333333,26.76386,4685751.86682804,480542.890269034,1.2,"068",NA,"West","774","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8640_1.jpg''}}",1.1,"19",NA,NA,NA,"round",NA,"none","No",NA,NA,"3 - damaged","Agriculture",NA,"3 - impaired","Agriculture",NA,"Last month",NA,"
no observation",NA,NA,"POINT(480542.890269 4685751.866828)"
"157",1000101663749322368,8641,"Matilde Jensen","2022-09-21 08:35:27.621 GMT","Matilde Jensen",2022-09-21 06:35:27,8641,"21 Sep","Matilde Jensen","Burial Mound",NA,"Legacy verification","twin mounds located in a heavily ploughed field. Mound about 20 meters apart. Twin mound situated on the south edge of the road leading from Kamenets to Polyana. Mound is located in a heavily ploughed field, but still very prominent. Easily spotted from the road.","Annual agriculture",NA,"Annual agriculture",NA,"Valley Bottom or Plain","High",42.32316,26.763605,4685684.37873675,480521.691504053,1.4,"069",NA,"Southwest","775","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8641_1.jpg''}}",1.1,"19",NA,NA,NA,NA,NA,"none","No",NA,NA,"3 - damaged","Agriculture",NA,"3 - impaired","Agriculture",NA,"Last month",NA,"no observation",NA,NA,"POINT(480521.691504 4685684.378737)"
"158",1000101663750791936,8642,"Matilde Jensen","2022-09-21 08:59:55.199 GMT","Matilde Jensen",2022-09-21 06:59:55,8642,"21 Sep","Matilde Jensen","Burial Mound",NA,"Legacy verification","mound located in a heavily ploughed field. the mound is seriously damaged by agriculture.","Annual agriculture",NA,"Annual agriculture",NA,"Upper slope","Medium",42.323165,26.7730333333333,4685682.81879801,481298.562540987,1.2,"070",NA,"Northwest","776 til 778","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8642_1.jpg''}}",0.5,"22",NA,NA,NA,NA,NA,"scatter of Roman and late antique found around 100m from the mound","No","Roman or late antique","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8642_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8642_2.jpg''}}","3 - damaged","Agriculture",NA,"3 - impaired","Agriculture",NA,"Last month",NA,"no observation",NA,NA,"POINT(481298.562541 4685682.818798)"
"159",1000101663751381888,8643,"Matilde Jensen","2022-09-21 09:09:46.677 GMT","Matilde Jensen",2022-09-21 07:09:46,8643,"21 Sep","Matilde Jensen","Extinct Burial Mound",NA,"Legacy verification","nearly extinct mound only recognizable by the lighter brown soil in the field. a forest is located near the extinct mound","Annual agriculture",NA,"Annual agriculture",NA,"Lower slope","Low",42.3239083333333,26.7733333333333,4685765.28909109,481323.501591427,2.1,"071",NA,"Northwest","779","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8643_1.jpg''}}",0,"0",NA,NA,NA,NA,NA,"none","No",NA,NA,"4 - seriously damaged","Agriculture",NA,"5 - none or nearly none","Agriculture",NA,"Last month",NA,"no observation",NA,NA,"POINT(481323.501591 4685765.289091)"
"160",1000121663752114048,8772,"Julie Lund","2022-09-21 09:21:59.255 GMT","Julie Lund",2022-09-21 07:30:21,8772,"21 Sep","Julie Lund","Extinct Burial Mound?",NA,"Legacy verification","uncertain feature in a patch of scrub and forest, next to a creek, down slope, mound indistinguishable, more likely a settlement mound","Forest",NA,"Scrub",NA,"Lower slope","Nil",42.3058633333333,26.863225,4683745.84518066,488727.025643101,1.3,"40","229","Northwest","309-310","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8772_1.jpg''}}",0.3,"5",0,"0","we could not discern the dimensions","sphere-like, protruding 30m above the creek on the mound,",NA,NA,"No",NA,NA,"5 - extinct or near extinct","Other (specify in Annotation)","indeterminable","5 - none or nearly none","Unknown",NA,"Unknown",NA,"none","none",NA,"POINT(488727.025643 4683745.845181)"
"161",1000121663754186496,8773,"Julie Lund","2022-09-21 09:56:31.746 GMT","Julie Lund",2022-09-21 08:01:29,8773,"21 Sep","Julie Lund","Extinct Burial Mound",NA,"Legacy verification","poorly accessible spot in the forest, point taken in the highest point,  CA 30m east of the map point, no mound in sight, reasonable sight, Map point in the forest next to dirtroad","Forest",NA,"Forest",NA,"Upper slope","Nil",42.31153,26.860585,4684375.39583218,488510.467763573,1.6,"41","236","South","311","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8773_1.jpg''}}",0,"0",0,"0","none","none",NA,NA,"No",NA,NA,"0 - No observation","No observation","none","No observation","Not available",NA,"Not relevant",NA,"none","don''t bother without lidar",NA,"POINT(488510.467764 4684375.395832)"
"162",1000101663755072000,8644,"Matilde Jensen","2022-09-21 10:11:15.825 GMT","Matilde Jensen",2022-09-21 08:15:27,8644,"21 Sep","Matilde Jensen","Other","military structure and geodetic point )","Legacy verification","we discovered a military structure at the point on the legacy map. it could possibly have been a mound, but later military have damaged it. a big geodetic marker is situated at the top. the geodetic marker is enclosed by military trenches","Forest",NA,"Scrub",NA,"Hilltop","High",42.296275,26.7441783333333,4682703.83291611,478912.013702755,1.5,"071",NA,"Northwest","780 to 782","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8644_1.jpg''}}",1,"20",NA,NA,NA,"round shape enclosed with military trenches",NA,"none","No",NA,NA,"0 - No observation","Other (military activity and geodetic marker )",NA,"4 - minimal","Other","specify in Annotation) (military activity )","Unknown",NA,"no RT just military trenchee","set of military installations","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8644_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8644_2.jpg''}}","POINT(478912.013703 4682703.832916)"
"163",1000121663755422464,8774,"Julie Lund","2022-09-21 10:17:10.278 GMT","Julie Lund",2022-09-21 08:26:10,8774,"21 Sep","Julie Lund","Burial Mound",NA,"Legacy verification","located next to a forest, west of the dirt road on a field accessible due to broken fence, full of medium size stones. main road nearby (north west of mound), ploughed and harrowed, full of vegetation, I discernible due to ploughing","Annual agriculture",NA,"Annual agriculture",NA,"Upper slope","Medium",42.313945,26.85481,4684644.34097641,488034.993174005,1.2,"42","215","Northwest","319-320","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8774_1.jpg''}}",0.5,"20",0,NA,"none",NA,NA,NA,"No",NA,NA,"4 - seriously damaged","Agriculture","ploughing","3 - impaired","Agriculture",NA,"Other","within the last 10 years)","none",NA,NA,"POINT(488034.993174 4684644.340976)"
"164",1000101663757467520,8645,"Matilde Jensen","2022-09-21 10:51:12.745 GMT","Matilde Jensen",2022-09-21 08:51:12,8645,"21 Sep","Matilde Jensen","Surface Scatter",NA,"Survey","artifact scatter found in a100m radius on a ploughed field.","Annual agriculture",NA,"Annual agriculture",NA,"Upper slope","High",42.29268,26.739105,4682305.93229847,478492.583383335,1.4,"072",NA,"Northwest","783 to 785","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8645_1.jpg''}}",0,"100",NA,NA,NA,NA,"Artefact scatter","sherds of pottery found in a ploughed field. mostly Roman pottery including rim and handle fragments","Yes",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8645_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8645_2.jpg''}}","3 - damaged","Agriculture",NA,"4 - minimal","Agriculture",NA,"Last month",NA,"no observation",NA,NA,"POINT(478492.583383 4682305.932298)"
"165",1000121663758560512,8775,"Julie Lund","2022-09-21 11:09:29.277 GMT","Julie Lund",2022-09-21 09:12:27,8775,"21 Sep","Julie Lund","Extinct Burial Mound?",NA,"Legacy verification","ghost mound. 200 m south of the asphalt road. fan like feature carved into the slope, bedrock protruding in the bottom. improbable location in valley bottom. easily accessible. another potentially feature 50m east a rocky outcrop. pile of dirt at the bottom of the slope, excavated?","Pasture","grassland","Pasture","grassland","Lower slope","Nil",42.30856,26.8436433333333,4684048.04803454,487113.657345728,1.4,"43","196","Southwest","322","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8775_1.jpg''}}",0,"0",0,"0",NA,"undiscernible",NA,NA,"No",NA,NA,"0 - No observation","No observation","none","No observation","Not available",NA,"Not relevant",NA,"none","don''t go here either, mound undiscernible",NA,"POINT(487113.657346 4684048.048035)"
"166",1000101663758830336,8646,"Matilde Jensen","2022-09-21 11:13:54.132 GMT","Matilde Jensen",2022-09-21 09:16:40,8646,"21 Sep","Matilde Jensen","Burial Mound",NA,"Legacy verification","mound located in a forest surrounded by scrub. rt on top of mound. in the landscape there is naturally occurring stones in the soil and terrain.","Forest",NA,"Scrub",NA,NA,"Medium",42.2906983333333,26.74287,4682084.95450754,478802.294643384,1.2,"073",NA,"West","786 to 787","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8646_1.jpg''}}",1.7,"24",NA,NA,NA,NA,NA,"none","No",NA,NA,"3 - damaged","Looting",NA,"3 - impaired","Looting",NA,"Unknown","RT really overgrown )","01, round, 2m, 0.3m, densely overgrown, impossible to trace its exact borders, very old rt as a tree has been growing in the middle",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8646_1.jpg''}}","POINT(478802.294643 4682084.954508)"
"167",1000121663760186368,8776,"Julie Lund","2022-09-21 11:36:31.098 GMT","Julie Lund",2022-09-21 09:50:49,8776,"21 Sep","Julie Lund","Burial Mound",NA,"Legacy verification","grass covered low mound, north of asphalt road, easily visible from the village and easily accessible, nearly extinct. geodetic marker from 1989. has RT or TE.","Pasture","grassland","Pasture","grassland","Upper slope","Medium",42.304145,26.8332683333333,4683559.4519778,486257.627494454,1.2,"44","231","West","323-330 the last faces the village it is the best","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8776_1.jpg''}}",1.7,"16",0.4,"10",NA,NA,NA,NA,"No",NA,NA,"4 - seriously damaged","Looting","possible TE and land marker","4 - minimal","Other","specify in Annotation)","Unknown",NA,"1, round, 5,1, could be TE, open to the west, overgrown with raspberries",NA,NA,"POINT(486257.627494 4683559.451978)"
"168",1000101663825812352,8647,"Matilde Jensen","2022-09-22 05:50:20.902 GMT","Matilde Jensen",2022-09-22 04:24:14,8647,"22 Sep","Matilde Jensen","Burial Mound",NA,"Legacy verification","mound located 200m west from the village Lyulin. mound is very prominent, but overgrown by pasture. on the southern side of the mound right at the base, we discovered a RT. at the top of the mound there might have been another RT, but it is really old since it is overgrown. the mound is located east of a dirt road.","Pasture","grassland","Pasture","grassland","Lower slope","High",42.43514,26.793065,4698111.8988931,482979.386026812,1.2,"074","191","Southeast","0790 to 0791","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8647_1.jpg''}}",2.5,"28",1.5,NA,NA,"round",NA,"none","No",NA,NA,"3 - damaged","Looting",NA,"3 - impaired","Looting",NA,"Unknown","The two RT is really overgrown by pasture, which makes it hard to determine the dimensions)","01, round, 3m,0,3m, manually excavated, really overgrown which makes it hard to gage its dimensions.
02, oval, 1.5m,1m,0.5m, manually excavated, also overgrown, but it is possible to see its dimensions",NA,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8647_1.jpg''}}","POINT(482979.386027 4698111.898893)"
"169",1000131663827015680,9871,"Joel Sercombe","2022-09-22 06:10:28.611 GMT","Joel Sercombe",2022-09-22 04:19:31,9871,"22 Sep","Joel Sercombe","Burial Mound",NA,"Legacy verification","Burial mound, west of Lulin village on upper slope on hill. Surrounded by field with straw. Mound has been partially ploughed over. Ploughing has slightly elongated the mound in the east and west directions.","Annual agriculture",NA,"Annual agriculture",NA,"Upper slope","Medium",42.437075,26.783575,4698328.70212606,482199.371189318,1.2,"052","215","Northwest","0002","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9871_1.jpg''}}",2,"20",1,"16",NA,"Slightly ovoid.",NA,"Straw and a small amount of scrub on south side of mound.","No",NA,NA,"2 - minor damage","Agriculture","Unclear extent of damage due to ploughing.","3 - impaired?","Agriculture",NA,"Last year",NA,"None visible.",NA,NA,"POINT(482199.371189 4698328.702126)"
