uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,BurialMoundAuthor,TypeClean,Type Note,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1000031663223140937,8601,Verka Dolezalkova,2022-09-15 06:25:46.106 GMT,Verka Dolezalkova,2022-09-15T06:31:11Z,8601,15 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,burial mound next to a bunker on annually ploughed fields.the bunker is situated west from the mound,Annual agriculture,,Annual agriculture,,Upper slope,High,42.19818,26.594036666666664,4671860.061489562,466483.5771959514,1.3,033,,North,48,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8601_1.jpg''}}",2,40,NA,NA,,,Artefact scatter,"worn fragments, no diagnostic shers",No,LR/E.medieval,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8601_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8601_2.jpg''}}",4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(466483.577196 4671860.06149)
1000081663224078807,9830,Matilde Jensen,2022-09-15 06:41:23.992 GMT,Matilde Jensen,2022-09-15T06:53:25Z,9830,15 Sep,Matilde Jensen,Burial Mound,Could have been a mound but later rebuild a a military trench)?,Survey,Possible burial mound rebuilt as a military trench. located 20 meters north of mound 9829 in a scrubby area. Grass and some scrub on top. uneven surface due to the establishment of a military trench in the possible mound.,Scrub,,Pasture,grassland (With some scrub,Hilltop,Medium,42.19338666666666,26.669680000000003,4671300.890654319,472726.6543392562,1.3,010,202,Southwest,0017 to 0022,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9830_1.jpg''}}",1.5,25,0.8,22,,Circular shaped mound. c-shaped military trench. ,,,No,,,4 - seriously damaged,Other (Military activity ),,4 - minimal,Other,specify in Annotation) (Military construction ),Other,Possibly cold war),,Military trench c-shaped and about 0.5m deep,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9830_1.jpg''}}",POINT(472726.654339 4671300.890654)
1000031663226454232,8602,Verka Dolezalkova,2022-09-15 07:20:59.421 GMT,Verka Dolezalkova,2022-09-15T07:21:50Z,8602,15 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,prominent mound ,Annual agriculture,,Pasture,grassland,Hilltop,High,42.20173333333334,26.618254999999998,4672245.366408499,468484.8169746905,1.4,034,,North,54,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8602_1.jpg''}}",2.5,36,NA,NA,,,,,No,,,3 - damaged,Looting,"animals-grazing,  overgrown ",3 - impaired,Looting,,Unknown,,"extensive RT,t reaching from the north side of the mound, 15m long trench, 2.5m max width, 0.5m min width, max depth 1m","central hole backfilled, old overgrown trench, impossible to trace the exact border ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8602_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8602_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8602_3.jpg''}}",POINT(468484.816975 4672245.366408)
1000031663228428351,8603,Verka Dolezalkova,2022-09-15 07:53:55.633 GMT,Verka Dolezalkova,2022-09-15T07:54:37Z,8603,15 Sep,Verka Dolezalkova,Extinct Burial Mound,,Legacy verification,"area explored thoroughly, good visibility, no mound. Point on the map was situated on the border of ploughed area and pasture with tall grass",Annual agriculture,,Pasture,grassland,Upper slope,Nil,42.20227499999999,26.62029,4672304.75937787,468653.08558972535,1.5,035,,North,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8603_1.jpg''}}",0,0,NA,NA,,,,,No,,,5 - extinct or near extinct,Agriculture,ploughed out,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(468653.08559 4672304.759378)
1000081663228731442,9831,Matilde Jensen,2022-09-15 07:58:56.639 GMT,Matilde Jensen,2022-09-15T08:00:02Z,9831,15 Sep,Matilde Jensen,Other,Geodetic marker ),Legacy verification,Round Geodetic point located in a harrowed field. Ploughed fields surrounding the point. Scrubby landscape on top of point. Big sqaure stone west of the Geodetic marker. Stone measures 1.5mx1.25 ,Annual agriculture,,Scrub,,Hilltop (Ridge),Super prominent,42.19894333333333,26.636734999999998,4671928.921462045,470009.1269986312,1.3,011,178,Northwest,0026 to 0028,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9831_1.jpg''}}",0,10,0,30,,Oval shape,,,No,,,1 - pristine,Other (Geodetic point ),,2 - good,Other,specify in Annotation) (Geodetic marker ),Other,Geodetic marker from 1935),,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9831_1.jpg''}}",POINT(470009.126999 4671928.921462)
1000081663231092319,9832,Matilde Jensen,2022-09-15 08:38:21.500 GMT,Matilde Jensen,2022-09-15T08:40:38Z,9832,15 Sep,Matilde Jensen,Surface Scatter,,Survey,Small pieces of ceramics found in a ploughed field east of the geodetic point going down from the ridge. ,Annual agriculture,,Annual agriculture,,Upper slope,High,42.19862333333334,26.637455,4671893.13801925,470068.41869523824,1.2,012,183,Northwest,0029 to 0032,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9832_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9832_2.jpg''}}",0,0,NA,NA,found in a line of 170 m walking NW to SE 5 m  between each other. eastern and western side boarders are not defined. ,,Artefact scatter,Prehistoric pottery sheds. Grey and red sherds. Might be handmade.,Yes,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9832_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/9832_2.jpg''}}",2 - minor damage,Agriculture,,4 - minimal,Agriculture,,Last week,,,,,POINT(470068.418695 4671893.138019)
1000031663231872614,8604,Verka Dolezalkova,2022-09-15 08:51:43.793 GMT,Verka Dolezalkova,2022-09-15T08:51:59Z,8604,15 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,large prominent mound in the middle of the ploughed field,Annual agriculture,,Annual agriculture,,Hilltop,Super prominent,42.189345,26.620130000000003,4670869.162798873,468633.4835257703,1.2,036,,South,061,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8604_1.jpg''}}",2,45,NA,NA,,,Artefact scatter,"pottery, possibly IA, samples taken, 50m radius of a pottery scatter  around the mound ",Yes,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8604_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8604_2.jpg''}}",4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,ploughed over and around,,POINT(468633.483526 4670869.162799)
1000031663234038100,8605,Verka Dolezalkova,2022-09-15 09:27:42.375 GMT,Verka Dolezalkova,2022-09-15T09:27:42Z,8605,15 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,ploughed over,Annual agriculture,,Annual agriculture,,Upper slope,Super prominent,42.18526833333333,26.61586666666667,4670418.095592433,468279.41426413984,1.3,037,,South,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8605_1.jpg''}}",2,45,NA,NA,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,annual ploughed over and on the top,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8605_1.jpg''}}",POINT(468279.414264 4670418.095592)
1000081663234528159,9833,Matilde Jensen,2022-09-15 09:35:30.927 GMT,Matilde Jensen,2022-09-15T09:45:25Z,9833,15 Sep,Matilde Jensen,Uncertain Feature,Maybe a burial mound.),Survey,Possible mound found on a field next to a dirt road. could be dirt and soil from the fields. scrubby area on top of mound with loose soil. Not as compact as a regular mound.,Annual agriculture,,Scrub,,Lower slope,High,42.183715,26.650968333333335,4670233.170910088,471177.30350465525,1.2,013,168,Southwest,0033,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9833_1.jpg''}}",1.8,14,1.5,13,,Round shape ,,,No,,,1 - pristine,Agriculture,,2 - good,Agriculture,,Last week,,,,,POINT(471177.303505 4670233.17091)
1000031663234878093,8606,Verka Dolezalkova,2022-09-15 09:41:31.202 GMT,Verka Dolezalkova,2022-09-15T09:41:31Z,8606,15 Sep,Verka Dolezalkova,Extinct Burial Mound,,Legacy verification,ploughed over,Annual agriculture,,Annual agriculture,,Lower slope,Low,42.18485333333333,26.613635,4670372.849130967,468094.92094102246,1.3,038,,South,066,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8606_1.jpg''}}",0.4,25,NA,NA,,,Artefact scatter,"Roman pottery, small worn sherds",No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8606_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8606_2.jpg''}}",4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,ploughed over ,,POINT(468094.920941 4670372.849131)
1000081663235179232,9834,Matilde Jensen,2022-09-15 09:46:24.392 GMT,Matilde Jensen,2022-09-15T09:49:13Z,9834,15 Sep,Matilde Jensen,Uncertain Feature,,Survey,20m  south east of 9833. scrubby loose soil on top. Next to a dirt road. located on a field,Annual agriculture,,Scrub,,Lower slope,High,42.183461666666666,26.651284999999998,4670204.935720949,471203.33860293264,1.4,014,169,Northeast,0034,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9834_1.jpg''}}",1.6,5,1.4,NA,,Round,,,No,,,2 - minor damage (Animal holes),Agriculture,,2 - good,Agriculture,,Last week,,,,,POINT(471203.338603 4670204.935721)
1000081663235593951,9835,Matilde Jensen,2022-09-15 09:53:21.657 GMT,Matilde Jensen,2022-09-15T09:53:35Z,9835,15 Sep,Matilde Jensen,Uncertain Feature,,Survey,possible mound in a field located next to mounds 9833 and 9834. Scrub on top of mound. Not as compact as other burial mounds. might be dirt and scrub from nearby fields.,Annual agriculture,,Scrub,,Lower slope,High,42.18314999999999,26.652025000000002,4670170.0810686145,471264.3062739447,1.4,015,177,Northeast,0037,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9835_1.jpg''}}",1.7,14,1.5,10,,Oval,,none,No,,,2 - minor damage,Agriculture,,2 - good,Agriculture,,Last week,,,,,POINT(471264.306274 4670170.081069)
1000081663236408580,9836,Matilde Jensen,2022-09-15 10:06:53.763 GMT,Matilde Jensen,2022-09-15T10:12:42Z,9836,15 Sep,Matilde Jensen,Other,Military construction ),Legacy verification,Military structure placed in a mound on top of a ridge. Military structure located with scrubby area surrounding it. ,Annual agriculture,,Scrub,,Hilltop,High,42.18080666666666,26.65562,4669908.69021452,471560.1307592143,1.4,016,195,Northeast,0038 to 0041,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9836_1.jpg''}}",3,40,NA,NA,,Mound is round with a semi circle shaped military structure in the middle. ,,None ,No,,,2 - minor damage (On the entrance on the north west side of the bunker. As a military structure it is in good condition. ),Other (Military activity ),,2 - good,Other,specify in Annotation),Other,Cold war ),,,,POINT(471560.130759 4669908.690215)
1000081663242701303,9837,Matilde Jensen,2022-09-15 11:51:43.902 GMT,Matilde Jensen,2022-09-15T11:56:09Z,9837,15 Sep,Matilde Jensen,Other,Military structure ),Legacy verification,Military structure located in a field facing south West. scrubby area on top. Situated quite low in the landscape and terrain. Fields around. Entrance of military structure is on the north side. ,Annual agriculture,,Scrub,,Upper slope,High,42.172658333333324,26.63134166666667,4669012.337540671,469551.24641407403,1.3,017,164,Northeast,0042 to 0047,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9837_1.jpg''}}",1,2,NA,NA,,Military structure octagonal shape. measures 2mx2m,,none,No,,,2 - minor damage (Entrance damaged ),Other (Military construction ),,2 - good,Other,specify in Annotation) (military activity ),Other,cold war),,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9837_1.jpg''}}",POINT(469551.246414 4669012.337541)
1000081663243566962,9838,Matilde Jensen,2022-09-15 12:06:12.132 GMT,Matilde Jensen,2022-09-15T12:08:05Z,9838,15 Sep,Matilde Jensen,Burial Mound?,,Legacy verification,Burial mound located north of the military structure. Situated in a ploughed field. ,Annual agriculture,,Annual agriculture,,Hilltop,High,42.17277333333333,26.63131,4669025.117570018,469548.6861156998,1.3,018,,Southeast,0048 to 0049,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9838_1.jpg''}}",0.4,30,0.2,NA,,Round over ploughed mound,,none,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last week,,,,,POINT(469548.686116 4669025.11757)
1000081663244122112,9839,Matilde Jensen,2022-09-15 12:15:56.148 GMT,Matilde Jensen,2022-09-15T12:15:56Z,9839,15 Sep,Matilde Jensen,Burial Mound,,Legacy verification,Low mound located in a ploughed field. Located Weston the military structure 9837. ,Annual agriculture,,Annual agriculture,,Hilltop,High,42.172940000000004,26.630670000000002,4669043.851541069,469495.9064336334,1.2,019,,West,0050 to 0051,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9839_1.jpg''}}",0.5,25,NA,NA,,Round shape ,,none,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last week,,,,,POINT(469495.906434 4669043.851541)
1000081663244693285,9840,Matilde Jensen,2022-09-15 12:24:58.463 GMT,Matilde Jensen,2022-09-15T12:29:47Z,9840,15 Sep,Matilde Jensen,Other,military structure ),Survey,military structure located north of the burial mound 9839. overgrown by scrub.situated low in the terrain. One post by the entrance. Structure hard to see. ,Annual agriculture,,Scrub,,Upper slope,Low,42.173379999999995,26.630423333333336,4669092.794016761,469475.74502161634,1.4,020,164,Northeast,0052-0053,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9840_1.jpg''}}",0.3,11,NA,5,,oval shaped ,,none,No,,,3 - damaged,Erosion,,4 - minimal,Agriculture,loose soil would have eroded onto the bunker),Last week,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9840_1.jpg''}}",POINT(469475.745022 4669092.794017)
1000081663246246173,9841,Matilde Jensen,2022-09-15 12:50:55.783 GMT,Matilde Jensen,2022-09-15T12:51:53Z,9841,15 Sep,Matilde Jensen,Other,military structure ),Survey,military structure located in a field. scrubby area on top of the mound. entrance to the north. Situated very low in the terrain. overgrown by scrub. hard to see.,Annual agriculture,,Scrub,,Upper slope,Low,42.18023,26.630679999999998,4669853.274998562,469500.2354997017,1.4,021,180,South,0056 to 0058,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9841_1.jpg''}}",1.5,20,NA,6,,oval ,,none,No,,,1 - pristine,Erosion,,5 - none or nearly none,Agriculture,,Last week,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9841_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9841_2a.jpg''}}",POINT(469500.2355 4669853.274999)
1000081663247082031,9842,Matilde Jensen,2022-09-15 13:04:47.165 GMT,Matilde Jensen,2022-09-15T13:06:53Z,9842,15 Sep,Matilde Jensen,Other,Geodetic point),Legacy verification,big geodetic marker in a ploughed field on the northern side of the hilltop.,Annual agriculture,,Scrub,,Upper slope,Medium,42.17996166666667,26.630346666666664,4669823.600456089,469472.5785343523,1.5,022,175,Southwest,0059 to 0060,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9842_1.jpg''}}",1,7,NA,4,,oval,,none,No,,,1 - pristine,Other (geodetic marker ),,No observation,Unknown,,Unknown,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9842_1.jpg''}}",POINT(469472.578534 4669823.600456)
1000081663247601223,9843,Matilde Jensen,2022-09-15 13:13:24.024 GMT,Matilde Jensen,2022-09-15T13:16:41Z,9843,15 Sep,Matilde Jensen,Other,military structure ),Survey,military structure in bad condition. big hole in the middle of the structure. located in a field with scrub in the structure. ,Annual agriculture,,Scrub,,Lower slope,Low,42.179518333333334,26.629826666666666,4669774.562181267,469429.4212912298,1.5,022,173,North,0060 to 0061,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9843_1.jpg''}}",0,6,NA,4,,,,none,No,,,5 - extinct or near extinct,Other (Collapsed and poorly made),,5 - none or nearly none,Unknown,,Unknown,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9843_1.jpg''}}",POINT(469429.421291 4669774.562181)
1000031663306122938,8607,Verka Dolezalkova,2022-09-16 05:28:48.129 GMT,Verka Dolezalkova,2022-09-16T05:30:10Z,8607,16 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,2km north from Turkish border ,Pasture,grassland,Pasture,grassland,Lower slope,Medium,41.979591666666664,26.591616666666663,4647590.961988178,466167.82832199807,1.1,039,,West,071,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8607_1.jpg''}}",1,30,NA,NA,,,,,No,,,3 - damaged,Looting,animals,4 - minimal,Looting,,Unknown,,"round old RT, possibly a military structure,  tank embankment. 3m south from the mound,down the slope, overgrown, 2m in diameter. lots of small overgrown holes",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8607_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8607_2.jpg''}}",POINT(466167.828322 4647590.961988)
1000031663308432007,8608,Verka Dolezalkova,2022-09-16 06:07:17.250 GMT,Verka Dolezalkova,2022-09-16T06:08:51Z,8608,16 Sep,Verka Dolezalkova,Extinct Burial Mound,,Legacy verification,"ploughed around, on the east side of the road ",Annual agriculture,,Annual agriculture,,Upper slope,Nil,41.985868333333336,26.594838333333335,4648286.5854460625,466438.02147533407,1.4,040,,West,073,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8608_1.jpg''}}",0.3,15,NA,NA,,,,,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last month,,,ploughed all over ,,POINT(466438.021475 4648286.585446)
1000061663308586112,9844,Mathias Kaas,2022-09-16 06:09:51.306 GMT,Mathias Kaas,2022-09-16T06:15:28Z,9844,16 Sep,Mathias Kaas,Extinct Burial Mound,,Legacy verification,"nothing to see around point of the burial mound, there is a dirtroad 20 m to the southwest and a karst to the northwest of the extinct burial mound.",Scrub,,Scrub,,Upper slope,Nil,42.006215000000005,26.538490000000003,4650569.274635029,461782.51504757407,1.2,024,300,Northwest,DSC_0002,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9844_1.jpg''}}",0,0,NA,NA,extinct,,,none,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Unknown,,,,,POINT(461782.515048 4650569.274635)
1000061663309961685,9845,Mathias Kaas,2022-09-16 06:32:46.902 GMT,Mathias Kaas,2022-09-16T06:39:10Z,9845,16 Sep,Mathias Kaas,Other,Military structure ),Legacy verification,the military structure is 10 m from a dirtroad to the southwest. Structure is concrete and semi round.,Pasture,grassland,Pasture,grassland,Upper slope,Medium,41.99915166666666,26.54530833333333,4649782.016688185,462342.9754595007,1.2,025,318,Northeast,DSC 004 to DSC 006,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9845_1.jpg''}}",1.7,15,NA,12,the concrete structure is 5x5 m.,shape of the concrete structure is semi circular,,none,No,,,2 - minor damage,Erosion,,2 - good,Other,specify in Annotation) (natural ),Unknown,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9845_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9845_2.jpg''}}",POINT(462342.97546 4649782.016688)
1000031663310185864,8609,Verka Dolezalkova,2022-09-16 06:36:35.309 GMT,Verka Dolezalkova,2022-09-16T06:36:45Z,8609,16 Sep,Verka Dolezalkova,Other,,Legacy verification,"military bunker, observation ",Pasture,grassland,Pasture,grassland,Hilltop,Super prominent,41.99313666666667,26.60685,4649088.94366646,467436.72634618595,1.3,041,,Northwest,074,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8609_1.jpg''}}",3,38,NA,NA,,,Other,concrete structure,No,modern/soviet,,0 - No observation,Construction,,5 - none or nearly none,Infrastructure,,Unknown,,,"there could be a mound before, but","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8609_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8609_2.jpg''}}",POINT(467436.726346 4649088.943666)
1000031663313064284,8610,Verka Dolezalkova,2022-09-16 07:24:31.562 GMT,Verka Dolezalkova,2022-09-16T07:25:00Z,8610,16 Sep,Verka Dolezalkova,Burial Mound,,Legacy verification,prominent hilltop east of Lesovo,Pasture,grassland,Pasture,grassland,Hilltop,Super prominent,41.99999833333333,26.62188,4649845.182098468,468684.975998107,1.3,042,,East,079,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8610_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8610_2.jpg''}}",2.5,45,NA,NA,,,,,No,,,2 - minor damage,Post-depositional,,3 - impaired,Animal activity,,Unknown,,"if there were any, they are not visible, only small overgrown animal burrows
",,,POINT(468684.975998 4649845.182098)
1000061663313642583,9846,Mathias Kaas,2022-09-16 07:34:07.745 GMT,Mathias Kaas,2022-09-16T07:51:01Z,9846,16 Sep,Mathias Kaas,Burial Mound,,Legacy verification,big mound west of the road.,Scrub,,Scrub,,Hilltop,Super prominent,42.030714999999994,26.57163166666667,4653275.235552057,464540.5843811437,0.9,026,278,Northeast,DSC_0007 TO DSC_00012,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9846_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9846_2.jpg''}}",2.5,18,NA,NA,,round,,none ,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"01: 4x6 m and 1 m deep. on top of the mound, machine excavated and oval shape

02: 3x2 m and 2 m height. on the southwest of the mound. manually excavated. rectangular shape ",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9846_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9846_2.jpg''}}",POINT(464540.584381 4653275.235552)
1000061663318623701,9847,Mathias Kaas,2022-09-16 08:57:08.873 GMT,Mathias Kaas,2022-09-16T08:58:43Z,9847,16 Sep,Mathias Kaas,Burial Mound?,,Legacy verification,located inside of a lot of trees. from south it is lower and after you get to the top it is a higher slope and more steep to the closeby  river.,Pasture,grassland,Forest,,Lower slope,Low,42.03284833333334,26.584474999999998,4653506.8569852775,465604.8802383905,1.4,027,218,North,DNC_0013,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9847_1.jpg''}}",3,15,NA,10,,"round shape, ",,none ,No,,,2 - minor damage,Agriculture,,4 - minimal,Agriculture,,Unknown,,,,,POINT(465604.880238 4653506.856985)
1000031663320472595,8611,Verka Dolezalkova,2022-09-16 09:27:57.753 GMT,Verka Dolezalkova,2022-09-16T09:31:04Z,8611,16 Sep,Verka Dolezalkova,Uncertain Feature,Adela 27 Dec: Extinct Burial Mound?,Legacy verification,possibly an extinct mound or a military trench ,Scrub,,Pasture,grassland,Hilltop,Nil,42.01646666666667,26.609186666666666,4651678.369552348,467642.0885927409,1.2,043,,Northwest,180,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8611_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8611_2.jpg''}}",0.5,20,NA,NA,,,,,No,,,4 - seriously damaged,Construction,"military trench goes directly through an uncertain mound,  possibly a military embankment, possibly completely damaged mound.",4 - minimal,Other,specify in Annotation),Unknown,,"1 long trench going through the whole hill in NE direction, 1.2m wide",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8611_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8611_2.jpg''}}",POINT(467642.088593 4651678.369552)
1000091663324906288,8753,Sara Vejrup,2022-09-16 10:41:51.474 GMT,Sara Vejrup,2022-09-16T10:50:04Z,8753,16 Sep,Sara Vejrup,Burial Mound,,Legacy verification,"Mound on a ridge, southeast from Malomirovo village above river  . a low map mound. No RT but military trench to the north  ",Annual agriculture,,Scrub,,Hilltop,Super prominent,42.12437166666667,26.650435,4663644.338999878,471106.2817193639,1.3,021,,West,172-174,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8753_1.jpg''}}",3,30,2.2,NA,,,Standing features in vicinity,"2 military trench, one y shaped and one  and mabey a RT to the  north",No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8753_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8753_2.jpg''}}",2 - minor damage,Animal activity,,2 - good,Animal activity,,Last week,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8753_1.jpg''}}",POINT(471106.281719 4663644.339)
